,distance_name,histogram_name,num_bins,accuracy
47,intersect,dxdy,240,0.5056179775280899
48,intersect,dxdy,245,0.5280898876404494
49,intersect,dxdy,250,0.5056179775280899
50,intersect,dxdy,255,0.5280898876404494
51,l2,dxdy,5,0.4606741573033708
52,l2,dxdy,10,0.4606741573033708
53,l2,dxdy,15,0.42696629213483145
54,l2,dxdy,20,0.449438202247191
55,l2,dxdy,25,0.43820224719101125
56,l2,dxdy,30,0.43820224719101125
57,l2,dxdy,35,0.42696629213483145
58,l2,dxdy,40,0.4044943820224719
59,l2,dxdy,45,0.38202247191011235
60,l2,dxdy,50,0.4044943820224719
61,l2,dxdy,55,0.39325842696629215
62,l2,dxdy,60,0.4157303370786517
63,l2,dxdy,65,0.39325842696629215
64,l2,dxdy,70,0.4044943820224719
65,l2,dxdy,75,0.38202247191011235
66,l2,dxdy,80,0.4044943820224719
67,l2,dxdy,85,0.38202247191011235
68,l2,dxdy,90,0.4044943820224719
69,l2,dxdy,95,0.38202247191011235
70,l2,dxdy,100,0.39325842696629215
71,l2,dxdy,105,0.4044943820224719
72,l2,dxdy,110,0.4044943820224719
73,l2,dxdy,115,0.39325842696629215
74,l2,dxdy,120,0.4044943820224719
75,l2,dxdy,125,0.3707865168539326
76,l2,dxdy,130,0.39325842696629215
77,l2,dxdy,135,0.3707865168539326
78,l2,dxdy,140,0.4044943820224719
79,l2,dxdy,145,0.4044943820224719
80,l2,dxdy,150,0.3707865168539326
81,l2,dxdy,155,0.38202247191011235
82,l2,dxdy,160,0.38202247191011235
83,l2,dxdy,165,0.38202247191011235
84,l2,dxdy,170,0.3707865168539326
85,l2,dxdy,175,0.38202247191011235
86,l2,dxdy,180,0.33707865168539325
87,l2,dxdy,185,0.38202247191011235
88,l2,dxdy,190,0.34831460674157305
89,l2,dxdy,195,0.3595505617977528
90,l2,dxdy,200,0.33707865168539325
91,l2,dxdy,205,0.3595505617977528
92,l2,dxdy,210,0.33707865168539325
93,l2,dxdy,215,0.3595505617977528
94,l2,dxdy,220,0.3146067415730337
95,l2,dxdy,225,0.3595505617977528
96,l2,dxdy,230,0.3258426966292135
97,l2,dxdy,235,0.3595505617977528
98,l2,dxdy,240,0.29213483146067415
99,l2,dxdy,245,0.34831460674157305
100,l2,dxdy,250,0.29213483146067415
101,l2,dxdy,255,0.34831460674157305
102,chi2,dxdy,5,0.47191011235955055
103,chi2,dxdy,10,0.4606741573033708
104,chi2,dxdy,15,0.48314606741573035
105,chi2,dxdy,20,0.449438202247191
106,chi2,dxdy,25,0.449438202247191
107,chi2,dxdy,30,0.43820224719101125
108,chi2,dxdy,35,0.42696629213483145
109,chi2,dxdy,40,0.4157303370786517
110,chi2,dxdy,45,0.39325842696629215
111,chi2,dxdy,50,0.4044943820224719
112,chi2,dxdy,55,0.4157303370786517
113,chi2,dxdy,60,0.42696629213483145
114,chi2,dxdy,65,0.4044943820224719
115,chi2,dxdy,70,0.42696629213483145
116,chi2,dxdy,75,0.38202247191011235
117,chi2,dxdy,80,0.4157303370786517
118,chi2,dxdy,85,0.4044943820224719
119,chi2,dxdy,90,0.4044943820224719
120,chi2,dxdy,95,0.4157303370786517
121,chi2,dxdy,100,0.4044943820224719
122,chi2,dxdy,105,0.4157303370786517
123,chi2,dxdy,110,0.4157303370786517
124,chi2,dxdy,115,0.4044943820224719
125,chi2,dxdy,120,0.4157303370786517
126,chi2,dxdy,125,0.39325842696629215
127,chi2,dxdy,130,0.4044943820224719
128,chi2,dxdy,135,0.3707865168539326
129,chi2,dxdy,140,0.4044943820224719
130,chi2,dxdy,145,0.4044943820224719
131,chi2,dxdy,150,0.38202247191011235
132,chi2,dxdy,155,0.38202247191011235
133,chi2,dxdy,160,0.38202247191011235
134,chi2,dxdy,165,0.39325842696629215
135,chi2,dxdy,170,0.34831460674157305
136,chi2,dxdy,175,0.38202247191011235
137,chi2,dxdy,180,0.3595505617977528
138,chi2,dxdy,185,0.38202247191011235
139,chi2,dxdy,190,0.34831460674157305
140,chi2,dxdy,195,0.3595505617977528
141,chi2,dxdy,200,0.33707865168539325
142,chi2,dxdy,205,0.3707865168539326
143,chi2,dxdy,210,0.33707865168539325
144,chi2,dxdy,215,0.3707865168539326
145,chi2,dxdy,220,0.30337078651685395
146,chi2,dxdy,225,0.3595505617977528
147,chi2,dxdy,230,0.3146067415730337
148,chi2,dxdy,235,0.3595505617977528
149,chi2,dxdy,240,0.2808988764044944
150,chi2,dxdy,245,0.34831460674157305
151,chi2,dxdy,250,0.29213483146067415
152,chi2,dxdy,255,0.33707865168539325
